Category,Headline,SubHeading
Bueskydning,Team Danmark-boss om bue-guld: Årets overraskelse,"Michael Andersen kalder Maja Jagers guldmedalje ved VM i bueskydning for årets overraskelse i dansk idræt. Selv ikke i bueskytternes eget forbund havde man turdet håbe på så flot et VM, som tilfældet var i sidste uge, hvor det blev til to guldmedaljer og en bronzemedalje"
Bueskydning,Dansker vinder VM-guld,Bueskytten Maja Jager er verdensmester i bueskydning. I Tyrkiet vandt hun finalen i OL-disciplinen med ganske få millimeter efter omskydning mod kineseren Jing Xu
Bueskydning,Danske bueskytter snupper VM-bronze,"Danmarks bueskytter har nået et højt niveau. Det viste kvinderne igen søndag formiddag, hvor Maja Jager, Carina Christiansen og Anne Marie Laursen tog bronze ved VM for hold i Tyrkiet - det endda i den olympiske bueklasse recurve"
Bueskydning,Bulls-eye! Danske skytter vinder guld,"Danmarks mandlige compound-landshold overtager tronen i bueskydning. Martin Damsbo, Stephan Hansen og Patrick Laursen blev lørdag formiddag verdensmestre i compound-bueskydning efter finalesejr på 235-230 over Sydafrika"
Bueskydning,Jager skyder efter VM-guld,Dansk bueskydning er sikker på at få medalje med hjem fra VM i den tyrkiske ferieby Antalya
Bueskydning,Sydkoreanerne har gjort dansk OL-bueskytte bedre,"Bueskytten Maja Jager leverede en flot score på 1351 og blev nummer otte, da de kvindelige recurve-skytter mandag afviklede kvalifikationen til dette års VM i tyrkiske Belek"
Bueskydning,"Team Danmark belønner Bueskydning, bowling og tennis","Team Danmark har mandag sat navn og beløb på 20 af de formentlig 28 sportsgrene, som eliteinstitutionen vil støtte i 2013"
Bueskydning,Vinder OL-sølv i bueskydning uden arme,"Den amerikanske bueskytte Matt Stutzman skød mandag en sølvmedalje i hus ved de paralympiske lege i London. Og det må siges at være en bemærkelsesværdig præstation, da atleten er født uden arme"
OL,Sidste danske bueskytte er ude,Carina Christiansen er som den sidste danske bueskytte ude af den individuelle konkurrence ved OL efter et klart nederlag til mexicaneren Mariana Avitia
OL,Amerikansk pletskud sænker dansker,"De danske bueskytter har gjort det glimrende indtil videre ved OL, og onsdag fortsatte de fine takter"
OL,Dansk bueskytte på medaljekurs,Den danske bueskytte Carina Rosenvinge Christiansen er klar til ottendedelsfinalen ved OL efter flotte præstationer i mandagens konkurrencer
OL,Danske bueskytter slået ud,De danske bueskytter er færdige ved holdturneringen ved OL efter et nederlag på 195-206 i kvartfinalen til de sydkoreanske guldfavoritter
OL,Danske bueskytter i kvartfinalen,"De danske bueskytter Carina Christiansen, Louise Laursen og Maja Jager skød sig søndag formiddag videre til kvartfinalerne i holdturneringen ved OL"
OL,Sådan gik det danskerne,"Selv om OL først bliver åbnet officielt fredag aften med OL-ceremonien i London, så er afviklingen af flere konkurrencer allerede gået igang"
OL,Danske bueskytter åbner OL med rekord,"Mottoet for de danske atleter ved OL i London er ""Personal Best"", og man må sige, at de danske bueskytter levede op til mottoet, da de fredag var i aktion nogle timer før den officielle åbning"
OL,Her debuterer de danske OL-atleter,"De danske bueskytter Maja Jager, Carina Rosenvinge Christiansen og Luise Klingenberg Laursen bliver de første atleter i aktion ved OL i London, når de fredag kl. 14 skal forsøge at kvalificere sig til finalen"
Bueskydning,Tre OL pladser mere til Danmark,Danmark sikrer sig yderligere tre pladser ved OL i London i 2012
