Category,Headline,SubHeading
Fodbold,"- Spillet var under lavmålet, siger ekspert",TV 2 Sports fodboldeksperter ser tilbage på en lunken indsats mod Kasakhstan
Fodbold,"Rørt Kjær fik lov til at gøre noget, han aldrig har prøvet før",Sejren over Kasakhstan var af flere årsager speciel for anfører Simon Kjær
Fodbold,U21-profiler hevet til side: - Jeg har talt med Kasper Hjulmand,"I efteråret 2022 fik to U21-landsholdsspillere at vide, at de var blandt reserverne til Kasper Hjulmands VM-trup"
Fodbold,Højlund hylder Braithwaite for særlig gestus,Rasmus Højlund kom ikke på måltavlen i lørdagens kamp mod Kasakhstan
Fodbold,Danmark måtte nøjes igen: - Bolden hopper og sjutter,"Da landsholdet kom ud til 2. halvleg, var banen trådt helt op, fortæller Mæhle"
Fodbold,Schmeichel forklarer vredesudbrud,To gange i kampen mod Kasakhstan hævede Kasper Schmeichel stemmen over for sine holdkammerater
Fodbold,Kjær øjner pension – men vil ikke sætte dato på,EM til sommer kan blive Simon Kjærs landsholdsfarvel
Fodbold,Hjulmand skifter ud – sender Dolberg hjem,"Hjulmand har udtaget Matt O’Riley, der til daglig spiller i Celtic. "
Fodbold,"Dommeren stoppede Mæhle: - Ved sgu ikke lige, hvad det handlede om",Joakim Mæhle forstod ikke meget af dommerens beslutning. 
Fodbold,Brandvarm Braithwaite scorer igen,Den danske angriber er nu oppe på seks scoringer i LaLiga2 denne sæson
Fodbold,Banner fjernet i Parken – mindst én person er ført væk,"Banneret med klokkeslættet ""13:12"" er politikritisk. DBU forklarer efter kampen, hvorfor de reagerede"
Fodbold,"- Jeg var tæt på at lave det hele om, siger Hjulmand","Selvom Danmark med sejren over Kasakhstan er meget tæt på EM næste sommer, så var Kasper Hjulmand langt fra tilfreds med præstationen i Parken. "
Fodbold,Bruun så glimt af verdensklasse hos Eriksen,Morten Bruun uddeler karakterer til de danske spillere efter 3-1-sejren over Kasakhstan i EM-kvalifikationen
Fodbold,"- Vi havde lidt efterslæb, siger Eriksen","Christian Eriksen synes, Danmark spillede for langsomt i starten af kampen"
Fodbold,Rørt Robert Skov er enormt stolt,"Kasper Hjulmand satte sin lid til Robert Skov, der kvitterede med to scoringer"
Fodbold,"Danmark fik, hvad de hungrede efter – nærmer sig EM",Danmark er snublende nær en plads ved EM næste sommer efter en overbevisende sejr over Kasakhstan. 
Fodbold,"Detalje går viralt: - Stop det, Højlund",Rasmus Højlund har indtil videre scoret seks mål i EM-kvalifikationen
Fodbold,Kjær fejrede historisk kamp med sine børn,Christian Eriksen blev hyldet inden kampen
Fodbold,Medier: Sheik trækker sig fra United-køb,Sheik Jassim fra Qatar har ifølge engelske medier trukket sig fra købsprocessen af Manchester United
Fodbold,Hjulmand forklarer overraskende valg – ekspert er begejstret,Op til kampen mod Kasakhstan har Danmark haft fokus på dødboldene
Fodbold,Finland taber – nu kan Danmark trække fra,Danmark kan med en sejr over Kasakhstan lægge stor afstand til tredjepladsen i gruppen
Fodbold,Hjulmand overrasker med startopstillingen,Simon Kjær tangerer rekorden for flest landskampe. 
Fodbold,Brød sammen efter afhøring – undersøgelse af landsholdspillere fortsætter,Tre italienske fodboldspillere efterforskes for brud på bettingregler
Fodbold,Den samme melding går igen hos danskerne inden nøglekamp,"Danmark søger revanche mod Kasakhstan, når de gæster Parken lørdag aften"
Fodbold,Kedelige prognoser rammer Danmarks landskamp,Lørdagens landskamp i Parken slipper ikke for det danske blæsevejr
Fodbold,Sure fans afbryder landskamp med klart budskab,"Bosnien-Hercegovinas anfører, Edin Džeko, forsøgte at tale fansene til ro, efter de ad to omgange fik kampen afbrudt"
Fodbold,"Synet på os er ændret, siger Kasakhstan-træner",Kasakhstan har imponeret i EM-kvalifikationens gruppe H
Fodbold,Uenighed blandt eksperter om dansk startopstilling,"Eksperterne er enige på mange punkter, men der er enkelte steder, hvor uenigheden opstår"
Fodbold,Landstræner måber over buhråb mod anfører,"Jordan Henderson blev buhet ad, da han forlod banen fredag, og det er imod al logik, mener hans landstræner"
Fodbold,Kjær er blandt de fem største i historien,Efter min mening sniger Simon Kjær sig ind på femtepladsen over de mest betydningsfulde danske landsholdsspillere nogensinde
Fodbold,Brænder på tomt mål i tillægstiden: - Det er helt sindssygt,Luxembourg kunne dufte tre vitale point i jagten på en EM-billet
Fodbold,"- Det kilder alle de rigtige steder, siger ekspert",Mbappé har nu scoret 42 mål for Frankrig i en alder af 24 år
Fodbold,Flere lande er klar til EM,Både Belgien og Portugal sikrede sig fredag aften kvalifikation til næste års EM-slutrunde i Tyskland
Fodbold,Mbappé forkæler tilskuerne og sender Frankrig til EM,"Kylian Mbappé scorede begge mål, da Frankrig vandt sikkert over Holland"
Fodbold,"Schmeichel håber, at stime uden redninger fortsætter","Kasper Schmeichel ser en udfordring ved at spille kampe, hvor han ikke har meget at lave. "
Fodbold,DBU advarer mod billet-problem,"Der bliver kigget på løsninger for at forhindre billethajers hærgen, oplyser DBU"
Fodbold,Albaner gør det igen – scorer endnu en drømmescoring,Albanien har lagt sig tungt på førstepladsen i gruppe E i EM-kvalifikationen
Fodbold,"Kasakhstan er blevet undervurderet, mener Hjulmand",Særligt én ting har Danmark brugt ekstra tid på inden returopgøret mod Kasakhstan
Fodbold,Hjulmand dropper særlig træning: - Vil gøre mere skade end gavn,Kasper Hjulmand forventer en udmærket bane i Parken lørdag aften. 
Fodbold,"- Det er blevet nævnt så mange gange, så nu skal pletten vaskes væk, siger 'AC' ",Kasper Hjulmand vil have fjernet efterslæbet fra marts. 
Fodbold,Haaland er ved at være træt af sit eget navn,"Erling Braut Haaland overstrålede alle, da Norge besøgte Cypern. "
Fodbold,Dansk talent var tæt på Premier League – nu er han klubløs som 22-årig,"Selvom den nu 22-årige danske målmand står uden kontrakt, drømmer han stadig stort"
Fodbold,'AC' er irriteret over Real-stjernes succes ,"Jude Bellingham er en af de største årsager til, at Real Madrid topper LaLiga"
Fodbold,Oliver Sonne missede debut for Perus landshold,"Silkeborg-spilleren kom ikke på banen for Peru, da holdet tabte 0-2 til Chile natten til fredag dansk tid"
Fodbold,Spanien revancherer ydmygelse,"Det så længe ud til, at Skotland skulle have point, men i det sidste kvarter viste spanierne skarphed"
Fodbold,Derfor gik spansk stjerne på banen med hørebøffer på,Psykiatrifonden anbefaler personer med autisme at benytte hørebøffer til at afskærme støj
Fodbold,To landsholdsspillere sendt hjem efter alvorlige anklager,"Italiens Fodboldforbund oplyser, at Sandro Tonali og Nicolo Zaniolo er sendt hjem grundet anklager om ulovlig betting"
Fodbold,FCM præsenterer rekordoverskud,"En ny årsrapport fra Heden viser, at FC Midtjyllands seneste regnskabsår har været det største i klubbens historie"
Fodbold,'AC' vil gerne prøve ny rolle i Barcelona ,"Det frustrerede Andreas Christensen, at han blev fravalgt til en Champions League-kamp. "
Fodbold,Fyret PSG-træner præsenteret i Qatar,Den franske mestertræner fortsætter karrieren i den qatarske liga
Fodbold,Sendt i græsset af Schmeichels saksespark: - Han fik jo et flip ,"Mads Hermansen har det godt på landsholdet, selvom der til tider kan være en hård tone"
